server_name,server_url,owner,repo,github_stars,download_count,experimental_ai_generated_description,github_stars.1,forks,latest_commit_date,server_github_url
Cloud Foundry,https://www.pulsemcp.com/servers/cpage-pivotal-cloud-foundry,cpage-pivotal,cloud-foundry-mcp,3.0,,"This Cloud Foundry MCP server, developed using Spring AI MCP, provides an LLM interface for interacting with Cloud Foundry foundations. It offers tools for managing applications, services, and resources within a Cloud Foundry environment through natural language commands. The implementation leverages the Cloud Foundry Java Client to execute operations, making it easier for AI models to perform complex Cloud Foundry tasks without deep knowledge of CF CLI commands or API endpoints. It's particularly useful for DevOps teams and developers who want to streamline Cloud Foundry management, enabling efficient application deployment, scaling, and monitoring through AI-assisted workflows.",3,2,2025-02-28T21:05:25Z,https://github.com/cpage-pivotal/cloud-foundry-mcp
B12 Website Generator,https://www.pulsemcp.com/servers/b12-website-generator,b12io,website-generator-mcp-server,3.0,,"B12's website generator MCP server enables AI assistants to create business websites through a simple interface. Developed by b12io, this TypeScript implementation provides a single tool that accepts a business name and description, then generates a customized website accessible via a signup link. The server uses the Model Context Protocol to handle tool registration and execution, communicating through stdio transport for seamless integration with Claude Desktop. It's particularly useful for quickly generating professional website designs during conversations about business needs without requiring technical expertise.",3,1,2025-04-21T20:47:21Z,https://github.com/b12io/website-generator-mcp-server
CloudZero,https://www.pulsemcp.com/servers/cloudzero,burkestar,cloudzero-mcp,2.0,,"CloudZero MCP server enables direct interaction with cloud cost data through the CloudZero v2 API, allowing users to query billing information, dimensions, budgets, and insights directly from Claude Desktop. Developed by Dustin Burke, it implements several specialized tools for retrieving cost data within specified date ranges, analyzing billing dimensions, and accessing budget information. The server runs as a background process on the user's machine, making it ideal for financial teams needing to visualize and analyze cloud spending patterns, identify cost centers, and discover optimization opportunities without leaving their conversation interface.",2,3,2025-03-19T11:35:10Z,https://github.com/burkestar/cloudzero-mcp
Consulting Agents,https://www.pulsemcp.com/servers/matthewpdingle-consulting-agents,matthewpdingle,consulting-agents-mcp,8.0,,"The ConsultingAgents MCP Server enables Claude Code to consult with additional AI agents for enhanced code and problem analysis. It provides access to two expert coding consultants: Darren (powered by OpenAI's o3-mini model with high reasoning capabilities) and Sonny (powered by Anthropic's Claude 3.7 Sonnet with enhanced thinking). The server supports multiple transport options including stdio for direct Claude Code integration and HTTP/SSE for broader applications. Built with Python using the FastMCP framework, it requires API keys for both OpenAI and Anthropic services, making it ideal for developers seeking multi-model perspectives on coding problems.",9,1,2025-04-03T03:19:23Z,https://github.com/matthewpdingle/consulting-agents-mcp
PolarDB,https://www.pulsemcp.com/servers/aliyun-polardb,aliyun,alibabacloud-polardb-mcp-server,7.0,,"PolarDB MCP Server provides a bridge between AI assistants and Alibaba Cloud PolarDB databases, enabling direct interaction with MySQL and PostgreSQL database instances. The server supports two database types (MySQL and PostgreSQL) with similar capabilities including table listing, field information retrieval, data querying, and SQL execution with configurable safety controls for write operations. It implements both stdio and SSE transport modes, handles database connections securely, and includes specialized features like AI model management for PolarDB MySQL. This implementation is particularly valuable for developers who need to access and manipulate PolarDB database content through natural language interfaces without writing complex SQL queries manually.",7,0,2025-04-30T09:56:01Z,https://github.com/aliyun/alibabacloud-polardb-mcp-server
Singular Reporting,https://www.pulsemcp.com/servers/feedmob-singular-reporting,feed-mob,fm-mcp-servers,0.0,331.0,"Singular Reporting MCP Server provides a Node.js implementation for accessing Singular's marketing analytics data through Claude Desktop. Developed by FeedMob, this server enables users to create asynchronous reports with customizable date ranges and source filters, check report status, and download CSV results from Singular's API. The implementation includes three main tools for report creation, status checking, and downloading, making it useful for marketers who need to analyze campaign performance metrics like impressions, clicks, installs, and costs across different apps and sources.",0,0,2025-05-03T09:50:04Z,https://github.com/feed-mob/fm-mcp-servers/tree/HEAD/src/singular-reporting
Promptz,https://www.pulsemcp.com/servers/christian-bonzelet-promptz,cremich,promptz-mcp,0.0,337.0,"Provides a bridge to the promptz.dev platform, enabling AI assistants to directly access and use prompts without manual copy-pasting. Built by Christian Bonzelet, this TypeScript server implements two primary tools for listing and retrieving prompts, reducing context switching for developers and content creators by seamlessly integrating the promptz.dev prompt library into AI workflows.",0,4,2025-05-02T09:21:32Z,https://github.com/cremich/promptz-mcp
Stellar Blockchain,https://www.pulsemcp.com/servers/kalepail-stellar-blockchain,kalepail,stellar-mcp-server,4.0,,"A Stellar blockchain integration server for the MCP that enables AI assistants to interact with Soroban smart contracts. Built with TypeScript and deployed on Cloudflare Workers, this implementation provides tools for deploying fungible tokens, managing wallet addresses, and executing contract functions on the Stellar testnet. It features a durable object storage system to maintain user-specific contract addresses and credentials, OAuth-based authentication, and integration with PasskeyKit for transaction signing. The server dynamically generates MCP tools from contract specifications, allowing AI assistants to perform operations like token minting, transfers, and custom contract interactions without requiring blockchain expertise.",4,0,2025-04-08T12:51:31Z,https://github.com/kalepail/stellar-mcp-server
Secure Filesystem,https://www.pulsemcp.com/servers/lpsdevelopers-secure-filesystem,lpsdevelopers,lps-mcp,1.0,,"LPS-MCP is a secure filesystem server implementation that provides AI assistants with controlled access to local files and directories. It features robust path validation to prevent directory traversal attacks, comprehensive file operations (reading, listing, searching), and a unique Sequential Thinking tool that enables step-by-step problem solving with support for thought revision and branching. The server runs on stdio transport, making it compatible with Claude Desktop, and only allows access to explicitly specified directories passed as command-line arguments - making it particularly valuable for safely exposing local filesystem resources to AI assistants while maintaining security boundaries.",1,0,2025-03-21T07:46:28Z,https://github.com/lpsdevelopers/lps-mcp
Zoom,https://www.pulsemcp.com/servers/javaprogrammerlb-zoom,javaprogrammerlb,zoom-mcp-server,9.0,,"A Zoom MCP server that enables AI assistants to create and manage Zoom meetings. Developed by Bill Lau, this TypeScript implementation authenticates with the Zoom API using server-to-server OAuth and provides tools for creating meetings with customizable settings and listing scheduled meetings. The server requires Zoom account credentials (Account ID, Client ID, and Client Secret) and can be deployed as a standalone application or within a Docker container. Ideal for use cases where AI assistants need to schedule video conferences or manage meeting calendars on behalf of users.",9,1,2025-04-17T05:21:47Z,https://github.com/javaprogrammerlb/zoom-mcp-server
Ethereum RPC,https://www.pulsemcp.com/servers/0xkoda-ethereum-rpc,0xkoda,eth-mcp,5.0,,"This Ethereum RPC MCP server provides a bridge to interact with the Ethereum blockchain through standard JSON-RPC calls. Developed by Koda, it exposes three essential tools: eth_getCode for retrieving contract bytecode, eth_gasPrice for checking current gas prices, and eth_getBalance for querying account balances. The implementation uses axios for making HTTP requests to a public Ethereum RPC endpoint (llamarpc) and includes error handling with human-readable responses. Ideal for AI assistants that need to perform basic Ethereum blockchain queries without requiring complex wallet integration.",5,5,2025-04-01T03:34:38Z,https://github.com/0xkoda/eth-mcp
Hermes Search (Azure Cognitive Search),https://www.pulsemcp.com/servers/cognitive-stack-hermes-search,cognitive-stack,hermes-search-mcp,2.0,424.0,"Hermes Search MCP provides a bridge to Azure Cognitive Search, enabling AI assistants to search, index, and manage documents in Azure search indexes. Built with TypeScript and the FastMCP framework, it offers tools for executing search queries with filtering options, indexing or updating documents, and deleting indexes. The server supports both stdio and SSE transport protocols, making it suitable for integration with various AI platforms that need to access and manipulate structured data stored in Azure Cognitive Search.",2,1,2025-04-19T13:21:41Z,https://github.com/cognitive-stack/hermes-search-mcp
Eolink OpenAPI,https://www.pulsemcp.com/servers/scarqin-eolink-openapi,scarqin,mcp-apikit,0.0,,"MCP-APIKit is a server designed for Windsurf IDE integration that connects to Eolink OpenAPI to retrieve API specifications and expose them as MCP resources. It provides tools for API discovery, exploration, and testing within the development environment, allowing developers to search across projects, test endpoints with custom parameters, and access detailed API documentation. The implementation uses TypeScript and Express to create a server that can run with either HTTP/SSE or stdio transport, making it flexible for different integration scenarios while maintaining a standardized interface for API management through the Model Context Protocol.",0,1,2025-03-18T15:29:09Z,https://github.com/scarqin/mcp-apikit
Browser Use,https://www.pulsemcp.com/servers/ztobs-browser-use,ztobs,cline-browser-use-mcp,17.0,,"This MCP server, developed by an unknown author, provides browser automation capabilities for AI agents. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for capturing screenshots, retrieving HTML content, executing JavaScript, and accessing console logs from web pages. The implementation focuses on flexibility and error handling, with features like custom interaction steps and Xvfb support for headless operation. It's particularly useful for AI assistants and applications that need to interact with web content, enabling use cases such as web scraping, automated testing, or content analysis without directly dealing with browser automation complexities.",17,2,2025-04-27T21:48:21Z,https://github.com/ztobs/cline-browser-use-mcp
Deep Web Research,https://www.pulsemcp.com/servers/qpd-v-deepwebresearch,qpd-v,mcp-deepwebresearch,59.0,,"This web research MCP server, developed by qpd-v, enables AI models to conduct deep web searches and content extraction. Built with TypeScript and leveraging Playwright for web automation, it provides tools for Google searches, parallel multi-query searches, webpage visits, and screenshot capture. The implementation stands out with its robust error handling, consent dialog management, and content cleaning capabilities. It's particularly useful for AI assistants or applications needing to perform comprehensive online research, enabling tasks like information gathering, content analysis, and visual data collection without requiring deep knowledge of web scraping techniques.",59,16,2025-03-05T22:02:15Z,https://github.com/qpd-v/mcp-deepwebresearch
Singapore LTA,https://www.pulsemcp.com/servers/arjunkmrm-singapore-lta,arjunkmrm,mcp-sg-lta,0.0,,"This MCP server, developed by Arjun Kumar, provides a standardized interface for interacting with Singapore's Land Transport Authority (LTA) DataMall API. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers real-time access to transportation information including bus arrivals, traffic conditions, and train service updates. The implementation focuses on exposing LTA's data through a consistent MCP interface, enabling AI models to perform complex transportation-related queries and analysis. By connecting AI assistants with LTA's extensive dataset, this server facilitates sophisticated urban mobility scenarios like route optimization, congestion prediction, and public transport planning. It's particularly valuable for applications and AI systems aimed at improving urban transportation efficiency and user experience in Singapore.",0,2,2025-02-12T17:17:39Z,https://github.com/arjunkmrm/mcp-sg-lta
Union,https://www.pulsemcp.com/servers/unionai-union,unionai-oss,union-mcp,3.0,,"Union MCP is a server that connects AI assistants to Union's tasks, workflows, and apps through the Model Context Protocol. Developed by Niels Bantilan, it currently provides basic tools like addition functions and dynamic greeting resources, with plans to expand functionality for accessing authenticated Union resources, listing task and workflow metadata, and eventually enabling AI-assisted authoring of Union code. The implementation is designed to integrate with Claude Desktop and other AI interfaces, making Union's distributed computing capabilities accessible as tools for AI assistants.",3,0,2025-04-11T14:59:45Z,https://github.com/unionai-oss/union-mcp
Everything Search,https://www.pulsemcp.com/servers/mamertofabian-everything-search,mamertofabian,mcp-everything-search,141.0,19714.0,"This MCP server, developed by Mamerto Fabian, enables AI assistants to perform fast file searches using the Everything SDK on Windows systems. It provides a tool for executing complex file queries with support for wildcards, boolean operators, and various search criteria like file size, dates, and attributes. The server abstracts the Everything SDK's functionality, offering a simplified interface for AI systems to locate files and retrieve metadata. By connecting AI capabilities with Everything's ultra-fast file indexing, this implementation empowers AI assistants to quickly find and analyze files across entire drives. It is particularly useful for applications requiring rapid file discovery, system analysis, or any scenario where an AI system needs to efficiently locate and reason about files on a Windows machine.",143,12,2025-01-07T23:13:29Z,https://github.com/mamertofabian/mcp-everything-search
Safe Local Python Executor,https://www.pulsemcp.com/servers/maxim-saplin-safe-local-python-executor,maxim-saplin,mcp_safe_local_python_executor,15.0,,"An MCP server (stdio transport) that wraps Hugging Face's LocalPythonExecutor (from the smolagents framework). It is a custom Python runtime that provides basic isolation/security when running Python code generated by LLMs. This package allows to expose the Python executor via MCP (Model Context Protocol) as a tool for LLM apps like Claude Desktop, Cursor or any other MCP compatible client. In case of Claude Desktop this tool is an easy way to add alternative to ChatGPT's Python Interpreter plugin.",15,2,2025-05-01T15:59:55Z,https://github.com/maxim-saplin/mcp_safe_local_python_executor
esa,https://www.pulsemcp.com/servers/kajirita2002-esa,kajirita2002,esa-mcp-server,7.0,606.0,"Provides a bridge between Claude AI and the esa API, enabling AI-driven document management through tools for searching, creating, updating and deleting posts and comments. Built by kajirita2002, this Node.js implementation exposes a full suite of esa's functionality including member management and post categorization, making it valuable for teams who want to leverage AI assistance for their esa-based documentation and knowledge management workflows.",7,1,2025-03-27T04:15:49Z,https://github.com/kajirita2002/esa-mcp-server
GitHub,https://www.pulsemcp.com/servers/anthropic-github,upstreetai,ia-mcp,2.0,,"GitHub MCP server that provides a comprehensive bridge to GitHub's API, enabling AI agents to perform a wide range of repository operations like creating repositories, managing issues and pull requests, searching code, and interacting with files. Built by Anthropic, this implementation focuses on providing a clean, type-safe interface to GitHub's functionality using TypeScript and Zod for robust validation, making it particularly useful for developers who want to automate GitHub workflows through conversational AI.",2,0,2025-03-17T03:09:30Z,https://github.com/upstreetai/ia-mcp
Huntress,https://www.pulsemcp.com/servers/dynamicendpoints-huntress,dynamicendpoints,huntress-mcp-server,1.0,,"This Huntress API MCP server, developed by the Huntress MCP Server Contributors, enables AI assistants to interact programmatically with Huntress endpoint protection services. It provides tools for account and organization management, agent monitoring, incident report access, and billing information retrieval. The server implements rate limiting and error handling to ensure reliable API interactions. By connecting AI capabilities with Huntress functionality, this implementation empowers assistants to manage cybersecurity operations, analyze threat data, and automate reporting tasks. It is particularly useful for applications requiring real-time security monitoring, incident response coordination, or any scenario where an AI system needs to access and reason about endpoint protection data from Huntress.",1,4,2025-03-28T04:38:16Z,https://github.com/dynamicendpoints/huntress-mcp-server
File Finder,https://www.pulsemcp.com/servers/stepancooleague-file-finder,stepancooleague,file-finder-mcp,0.0,,"File-Finder-MCP is a server that enables AI assistants to search for files in a filesystem based on path fragments. It provides a single tool, 'search-files', which accepts a query string and an optional base directory parameter to locate matching files and return their metadata including name, full path, size, and creation date. This implementation is particularly useful for users who need to quickly locate files on their system through natural language requests without having to remember exact paths or use complex search commands.",0,1,2025-02-28T07:11:41Z,https://github.com/stepancooleague/file-finder-mcp
WebResearch,https://www.pulsemcp.com/servers/jevy-webresearch,jevy,mcp-webresearch,0.0,,"MCP-WebResearch provides AI assistants with web browsing capabilities for conducting research through a Playwright-powered browser. It offers tools for Google searching, visiting webpages, and capturing screenshots, with content automatically converted to clean markdown format. The implementation handles common web challenges like consent dialogs and bot detection, while maintaining a research session that tracks visited pages and screenshots. Particularly useful for workflows requiring iterative research, source citation, and visual context from web content.",0,0,2024-12-18T03:38:25Z,https://github.com/jevy/mcp-webresearch
Superset,https://www.pulsemcp.com/servers/aptro-superset,aptro,superset-mcp,29.0,,"The Superset MCP Integration provides AI assistants with programmatic access to Apache Superset's data visualization and analytics capabilities through a comprehensive set of tools. Built with Python using FastMCP, it enables operations like dashboard management, chart creation, SQL query execution, and database administration via authenticated API calls. The implementation handles token management, automatic refreshing, and proper error handling to maintain secure connections with Superset instances. It's particularly valuable for users who want to leverage AI assistants to explore data, create visualizations, and manage analytics workflows without leaving their conversational interface.",29,6,2025-04-14T14:51:22Z,https://github.com/aptro/superset-mcp
Dappier (Real-Time Data Search),https://www.pulsemcp.com/servers/dappierai-real-time-data-search,dappierai,dappier-mcp,12.0,,"Dappier MCP Server connects AI assistants to real-time, rights-cleared data from trusted sources through the Model Context Protocol. Developed by Amaan Mohammed at AI20Labs, it provides two main tools: real-time data search for retrieving web search results, financial information, and news; and AI recommendations for personalized content discovery with structured JSON responses. The server integrates with Claude Desktop through a simple configuration process and supports customizable parameters like similarity filtering and search algorithms, making it ideal for workflows requiring up-to-date information from premium publishers without leaving the conversation interface.",12,5,2025-04-27T14:59:25Z,https://github.com/dappierai/dappier-mcp
CCXT Cryptocurrency Exchange,https://www.pulsemcp.com/servers/nayshins-ccxt-cryptocurrency-exchange,nayshins,mcp-server-ccxt,39.0,,"This cryptocurrency market data MCP server, developed by an unnamed creator, integrates with major exchanges through the CCXT library to provide real-time and historical crypto data. Built with Python using the Model Context Protocol SDK, it offers tools for fetching current prices, market summaries, trading volumes, and historical OHLCV data across multiple exchanges. The server implements standardized data formatting and robust error handling for exchange connectivity issues. By abstracting the complexities of crypto API interactions, it enables AI systems to easily analyze market trends and access detailed trading information. This implementation is particularly valuable for applications requiring programmatic access to crypto market data, facilitating use cases such as algorithmic trading, portfolio tracking, and market analysis across various cryptocurrencies and exchanges.",39,9,2025-02-17T18:45:05Z,https://github.com/nayshins/mcp-server-ccxt
Anti-BS,https://www.pulsemcp.com/servers/bmorphism-anti-bullshit,bmorphism,anti-bullshit-mcp-server,17.0,,"This Anti-Bullshit MCP server, developed by Teglon Labs, provides tools for analyzing claims, validating sources, and detecting manipulation using multiple epistemological frameworks. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers empirical, responsible, harmonic, and pluralistic approaches to evaluate information. The implementation focuses on rigorous fact-checking and critical thinking, making it accessible for AI models to assess the credibility and implications of various claims. It's particularly useful for tasks like academic research validation, media literacy enhancement, or combating misinformation in digital content, enabling AI assistants to apply nuanced epistemological analysis without requiring deep expertise in each framework.",17,5,2025-01-15T22:12:03Z,https://github.com/bmorphism/anti-bullshit-mcp-server
Flux Schnell,https://www.pulsemcp.com/servers/ckz-flux-schnell,ckz,flux-img-mcp,1.0,,"This MCP server provides image generation capabilities using the Flux Schnell model on Replicate. Developed by ckz, it offers a simple interface for generating images based on text prompts. The server is built with TypeScript and integrates with the Model Context Protocol SDK. It's designed for use cases requiring AI-powered image creation, such as content generation, visual brainstorming, or enhancing creative workflows.",1,1,2025-03-02T06:39:09Z,https://github.com/ckz/flux-img-mcp
SEC EDGAR,https://www.pulsemcp.com/servers/sec-edgar,stefanoamorelli,sec-edgar-mcp,12.0,,"SEC EDGAR MCP provides a bridge to the SEC EDGAR REST API, enabling AI models to access financial data from public companies. Built with Python and the secedgar library, it offers four key tools for retrieving company submissions, financial concepts, standardized facts, and XBRL frames data. This implementation simplifies the process of extracting structured financial information from SEC filings, making it valuable for financial analysis, investment research, and regulatory compliance use cases.",14,6,2025-04-13T09:10:09Z,https://github.com/stefanoamorelli/sec-edgar-mcp
Wordware,https://www.pulsemcp.com/servers/hugobiais-wordware,hugobiais,wordware-mcp,1.0,,"This MCP server implementation provides a bridge to Wordware's deployed flows, enabling integration of Wordware tools directly within Claude conversations. Developed by Hugo Biais, it offers capabilities for founder research, lead enrichment, saving to Notion, and task solving with Google search and API capabilities. Built using TypeScript and the Model Context Protocol SDK, the server focuses on secure environment variable management and easy setup within the Claude Desktop environment. It is particularly useful for AI applications that need to automate research, enrich sales data, or integrate with external tools like Notion. The implementation includes a tool for dynamically adding new Wordware flows, enhancing its extensibility for future use cases.",1,0,2025-02-21T23:22:59Z,https://github.com/hugobiais/wordware-mcp
Research Notion,https://www.pulsemcp.com/servers/h-yanagawa-research-notion,h-yanagawa,research-mcp-server,1.0,,"This MCP server, developed by Hikari YANAGAWA, integrates with Notion to enable survey data retrieval and creation of survey pages. Built with Python and leveraging libraries like Anthropic, OpenAI, and Pydantic, it provides a standardized interface for AI-powered survey operations. The implementation focuses on bridging AI language models with Notion's database capabilities, allowing for automated survey management and analysis. By connecting to a specified Notion database, this server enables use cases such as generating survey questions, storing responses, and analyzing results, making it particularly useful for research projects that require dynamic survey creation and data collection.",1,4,2025-02-10T01:23:26Z,https://github.com/h-yanagawa/research-mcp-server
OpenAI Agents SDK,https://www.pulsemcp.com/servers/yaxin9luo-openai-agents-sdk,yaxin9luo,openai_agent_library_mcp,0.0,,"OpenAI Agents SDK Documentation MCP server provides AI assistants with access to the OpenAI Agents Python library documentation and GitHub repository. It offers tools for searching documentation, retrieving specific sections, exploring code examples, and accessing API references through web scraping with BeautifulSoup. The server maintains caches for both documentation content and GitHub files to improve performance, and implements robust error handling for failed requests. Particularly valuable for developers who need to quickly reference OpenAI Agents SDK functionality, explore implementation patterns, or find relevant code examples without leaving their AI assistant interface.",0,0,2025-03-23T18:15:45Z,https://github.com/yaxin9luo/openai_agent_library_mcp
Opera Omnia,https://www.pulsemcp.com/servers/triptych-opera-omnia,triptych,opera-omnia-mcp,0.0,,"Opera Omnia MCP server provides access to a rich collection of creative content datasets for games, storytelling, and AI applications. Developed by triptych, it fetches data from the Opera Omnia GitHub repository and exposes tools for listing categories, retrieving datasets, getting random items, filtering content, combining datasets, and generating creative content using templates. The server is built with TypeScript and implements a clean API that works seamlessly with Claude and other AI assistants, making it particularly valuable for developers who need quick access to character concepts, equipment descriptions, RPG elements, and other creative content without leaving their AI assistant interface.",0,1,2025-03-23T21:52:36Z,https://github.com/triptych/opera-omnia-mcp
Google Tasks,https://www.pulsemcp.com/servers/arpitbatra123-googletasks,arpitbatra123,mcp-googletasks,5.0,,"Google Tasks MCP Server provides a bridge between Claude and Google Tasks, allowing users to manage task lists and tasks directly through Claude. Built with TypeScript and the Google Tasks API, it offers a comprehensive set of tools for creating, updating, and organizing tasks, including features like marking tasks as completed, reordering tasks, and clearing completed tasks. The implementation requires Google Cloud authentication and is designed for personal use, making it ideal for users who want to integrate their task management workflow with Claude's conversational interface.",6,2,2025-04-23T09:00:27Z,https://github.com/arpitbatra123/mcp-googletasks
Ableton Live,https://www.pulsemcp.com/servers/ahujasid-ableton-live,ahujasid,ableton-mcp,1505.0,21798.0,"Ableton MCP enables AI assistants to control Ableton Live music production software through a bidirectional communication system. It consists of a Remote Script that runs within Ableton Live and exposes a socket server, paired with a Python MCP server that translates commands into actions. The implementation supports a wide range of music production operations including creating tracks and clips, adding MIDI notes, controlling playback, loading instruments, and browsing the Ableton library. Developed by Siddharth Ahuja, this integration is particularly valuable for AI-assisted music composition, production workflows, and automated sound design without leaving the conversation interface.",1512,164,2025-03-27T10:16:15Z,https://github.com/ahujasid/ableton-mcp
AI Humanizer,https://www.pulsemcp.com/servers/text2go-ai-humanizer,text2go,ai-humanizer-mcp-server,14.0,,"This MCP server, developed by Text2Go, enables AI assistants to detect AI-generated text using multiple detection services. It integrates with the EdgeShop AI API to provide tools for analyzing text using Copyleaks, Hemingway, and other detection algorithms. The server implements robust error handling, input validation, and a standardized interface for AI systems to assess the likelihood of machine-generated content. By connecting AI capabilities with specialized text analysis services, this implementation empowers AI assistants to perform tasks like content authenticity verification, writing style assessment, or plagiarism detection. It is particularly useful for applications requiring content moderation, academic integrity checks, or any scenario where an AI system needs to evaluate and reason about the origin and characteristics of textual content.",14,7,2024-12-27T09:12:39Z,https://github.com/text2go/ai-humanizer-mcp-server
PocketBase,https://www.pulsemcp.com/servers/imiborbas-pocketbase,imiborbas,pocketbase-mcp-server,1.0,,"Provides a TypeScript-based MCP server for interacting with PocketBase, enabling AI assistants to list and manage PocketBase collections. Built with the Model Context Protocol SDK, it offers a flexible configuration system that supports both command-line arguments and environment variables for connecting to PocketBase instances, with a focus on simplifying database interaction through natural language interfaces.",1,1,2025-03-06T14:19:02Z,https://github.com/imiborbas/pocketbase-mcp-server
