owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,adjusted_risk_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,main_risk_factors,outbound_connections
meterlong,mcp-doc,60,0,"DocxProcessor MCP server provides a comprehensive Word document processing service that enables AI assistants to create, edit, and manipulate Microsoft Word documents through a rich set of tools. Built using Python with the python-docx library, it offers functionality for adding and formatting text, managing tables, searching and replacing content, and preserving document styling. The implementation includes state management for maintaining document sessions across server restarts and detailed error handling, making it particularly valuable for workflows requiring document generation, content editing, or template-based document creation without leaving the conversation interface.",MINIMAL,0.8,1.0,6.5,-1.95,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4198,12,1,3.5,,No,No,,
portswigger,mcp-server,60,0,"Burp Suite MCP Server enables AI clients to interact with Burp Suite's web security testing capabilities through the Model Context Protocol. Developed by PortSwigger, this Kotlin-based extension exposes Burp's functionality as tools that AI assistants can use to send HTTP requests, analyze proxy history, manipulate Burp's configuration, and perform various security testing operations. The server includes automatic installation support for Claude Desktop through a packaged stdio proxy server, making it particularly valuable for security professionals who want to leverage AI assistance for web application security testing, vulnerability assessment, and penetration testing workflows.",MINIMAL,0.81,1.0,6.4,-1.92,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,5652,15,7,5.0,error_handling; license,No,No,,
tinybirdco,mcp-tinybird,60,20469,"This MCP server, developed by Tinybird, enables AI assistants to interact with Tinybird workspaces for data exploration and analysis. Built in Python, it provides tools for querying data sources, executing API endpoints, and pushing data files. The server leverages Tinybird's real-time analytics capabilities, allowing AI models to access and analyze large datasets efficiently. Key features include SQL query execution, data source exploration, and integration with Tinybird's documentation. By bridging AI assistants with powerful analytics infrastructure, this implementation is particularly useful for tasks involving data-driven insights, business intelligence, and real-time data exploration across various domains.",MINIMAL,1.37,1.6,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7281,18,12,5.0,,No,No,,
voska,hass-mcp,60,0,"Hass-MCP enables AI assistants like Claude to interact directly with Home Assistant smart home systems through the Model Context Protocol. Built by Matt Voska, it provides tools for querying device states, controlling lights and switches, summarizing smart home configurations, troubleshooting automations, and searching for specific entities. The implementation runs as a Docker container that communicates with Home Assistant via its API, making it ideal for users who want to manage their smart home through natural language conversations without leaving their AI assistant interface.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6590,18,5,3.5,,No,No,,
waldzellai,waldzell-mcp,60,0,"The MCP Servers repository by Waldzell AI provides a collection of specialized MCP servers for different use cases. It includes server-typestyle for Google TypeScript style guide analysis, server-yelp-fusionai for Yelp Fusion API integration with business search and review capabilities, server-clear-thought for systematic thinking and mental models, and server-stochasticthinking for probabilistic decision-making algorithms. Each server is containerized with Docker, configured for Smithery deployment, and follows a consistent architecture pattern with TypeScript implementation. The monorepo structure enables shared utilities while maintaining independent versioning through changesets.",MINIMAL,0.81,1.0,6.3,-1.89,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3604,23,9,5.0,configuration; error_handling,Yes,Yes,,https://api.yelp.com; https://yelp.com/events/featured-event-id; https://example.com/callback; https://yelp.com/events/test-event-id; http://localhost:${EXA_SERVER_PORT
peakmojo,mcp-hubspot,58,0,"This HubSpot MCP server, developed by peakmojo, provides a streamlined interface for AI models to interact with HubSpot CRM data and operations. Built using Python and the HubSpot API client, it offers tools for managing contacts and companies, including creation and retrieval functionalities. The server implements auto-updating resources and a demonstration prompt to guide users through HubSpot operations. By abstracting HubSpot API interactions into a standardized MCP format, it enables AI systems to easily access and manipulate CRM data. This implementation is particularly valuable for sales and marketing applications, facilitating use cases such as lead management, customer data analysis, and automated CRM updates.",MINIMAL,0.28,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3712,15,7,5.0,,Yes,No,,https://api.hubapi.com/crm/v4/objects/tickets/{ticket_id; https://api.hubapi.com/conversations/v3/conversations/threads/{thread_id
ergut,mcp-bigquery-server,58,4818,"This BigQuery MCP server, developed by Salih Ergüt, provides a secure interface for language models to interact with Google BigQuery datasets. It enables AI agents to explore schemas, run SQL queries, and analyze data within configurable limits. The server integrates seamlessly with Claude Desktop, offering a natural language interface to BigQuery's powerful data warehousing capabilities. By focusing on read-only access and built-in safety constraints, it allows AI systems to generate insights from large datasets while maintaining data security. This implementation is particularly useful for AI assistants designed to perform ad-hoc data analysis, generate business intelligence reports, or provide data-driven recommendations using BigQuery as the backend.",MINIMAL,0.98,1.2,7.4,-2.22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6027,20,9,5.0,,No,No,,
pydantic,logfire-mcp,58,10194,"Logfire MCP Server provides AI assistants with access to OpenTelemetry traces and metrics through Logfire's API. Built by the Pydantic team, it enables LLMs to query application telemetry data, analyze distributed traces, and perform custom SQL queries on observability data with automatic token-based authentication. The server exposes tools for finding exceptions, analyzing errors in specific files, running arbitrary queries against trace data, and retrieving schema information - making it particularly valuable for debugging applications, investigating performance issues, and gaining insights from operational data without leaving the AI assistant conversation.",MINIMAL,1.37,1.6,7.7,-2.31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6554,16,13,5.0,,No,No,,
qpd-v,mcp-deepwebresearch,58,0,"This web research MCP server, developed by qpd-v, enables AI models to conduct deep web searches and content extraction. Built with TypeScript and leveraging Playwright for web automation, it provides tools for Google searches, parallel multi-query searches, webpage visits, and screenshot capture. The implementation stands out with its robust error handling, consent dialog management, and content cleaning capabilities. It's particularly useful for AI assistants or applications needing to perform comprehensive online research, enabling tasks like information gathering, content analysis, and visual data collection without requiring deep knowledge of web scraping techniques.",MINIMAL,0.77,1.0,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8515,47,13,5.0,,No,No,,
synthience,mcp-titan-cognitive-memory,58,0,"This Titan Memory Server implementation, developed to enhance AI model context management, provides a TensorFlow.js-based interface for efficient memory storage and retrieval. Built using the Model Context Protocol SDK and Express.js, it offers tools for storing, updating, and querying contextual information. The implementation focuses on optimizing memory operations through tensor computations, enabling AI models to maintain and utilize large amounts of contextual data effectively. It's particularly useful for long-running conversations, multi-session knowledge retention, and complex reasoning tasks that require persistent and quickly accessible memory structures.",MINIMAL,1.0,1.0,0,-0.0,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,No,No,,
szeider,mcp-solver,58,0,"This MCP solver, developed by Stefan Szeider, provides a server that exposes MiniZinc constraint solving capabilities to Large Language Models. It integrates MiniZinc's powerful constraint programming features with the Model Context Protocol, enabling AI models to submit and validate constraint models, set parameters, solve problems, and analyze solutions. The implementation stands out by offering asynchronous solving with timeout management, automatic library inclusion based on constraints, and progress tracking. By connecting AI capabilities with industrial-strength constraint solving, this server enables AI systems to tackle complex optimization and satisfaction problems. It is particularly useful for applications in areas like scheduling, planning, resource allocation, and combinatorial optimization where LLMs can benefit from rigorous mathematical modeling and solving.",MINIMAL,0.73,1.0,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9516,24,13,5.0,,No,Yes,,
xpn,mythic_mcp,58,0,"Mythic MCP is a server implementation that enables AI assistants to interact with the Mythic Command and Control (C2) framework for penetration testing. Created by XPN, it provides tools for executing shell commands, reading files, uploading content, and running specialized security tools like Mimikatz on compromised systems through Mythic agents. The server exposes a set of prompt templates for emulating specific threat actors or performing reconnaissance, making it particularly valuable for security professionals who want to leverage AI capabilities for automated penetration testing workflows while maintaining control through the Mythic interface.",MINIMAL,0.88,1.0,4.1,-1.23,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,1136,3,2,5.0,installation; api_reference; error_handling; license; project_info,No,No,,
eniayomi,gcp-mcp,57,3787,"This MCP server implementation provides integration with Google Cloud Platform services. Developed by Oluwapelumi Oluwaseyi, it offers tools for interacting with various GCP resources including Compute Engine, Cloud Storage, Cloud Functions, Cloud Run, BigQuery, and more. The server uses official Google Cloud client libraries and implements robust error handling and retry mechanisms. It's designed for developers looking to leverage GCP capabilities within MCP-based applications and workflows.",MINIMAL,0.98,1.2,7.2,-2.16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4144,16,11,5.0,,No,No,,
skydeckai,skydeckai-code,57,44679,"This MCP server, developed by SkyDeck.ai, provides a comprehensive set of tools for AI-driven development workflows. It integrates file system operations, multi-language code analysis using tree-sitter, Git operations, and code execution capabilities. The implementation is built in Python and leverages libraries like GitPython for version control integration. It's designed with security in mind, featuring configurable workspace boundaries and safe code execution measures. This server is well-suited for AI assistants or development tools that need to analyze, modify, and execute code across multiple programming languages, manage Git repositories, and perform file system operations in a controlled environment.",MINIMAL,0.87,1.6,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30181,75,34,5.0,,Yes,No,,
ergut,mcp-logseq-server,56,0,"This MCP server, developed by Salih, provides a seamless interface for AI assistants to interact with LogSeq via its API. Built using Python and the MCP library, it offers a range of tools for managing LogSeq graphs, including listing pages, searching content, and creating or updating pages. The server abstracts the complexities of API communication, allowing AI systems to easily integrate with LogSeq for note-taking and knowledge management tasks. It's particularly useful for scenarios requiring automated interaction with LogSeq, such as summarizing meeting notes, updating project statuses, or performing content searches across multiple pages. By bridging AI capabilities with LogSeq's functionality, this implementation enables more efficient and intelligent personal knowledge management workflows.",MINIMAL,0.7,1.0,6.6,-1.98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1867,9,4,3.5,license,No,Yes,,http://{self.host
getfounded,mcp-tool-kit,56,4560,"MCP Tool Kit provides a unified server implementation for Claude AI assistants with over 100 integrated tools spanning file operations, web search, browser automation, data analysis, and document management. Built by getfounded, it uses a modular architecture that reduces cognitive load on Claude by encapsulating domain knowledge in vertical agents that handle complex workflows internally. The Docker-based deployment makes it easy to set up and configure with API keys for services like Brave Search, NewsAPI, and FRED economic data, enabling powerful capabilities for tasks ranging from market analysis to presentation creation without requiring Claude to coordinate individual tool calls.",MINIMAL,0.97,1.2,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15171,37,11,5.0,,Yes,Yes,,http://localhost:8000; https://api.worldbank.org/v2; https://api.worldbank.org/v2/country/{country_id
gongrzhe,quickchart-mcp-server,56,0,"This MCP server implementation provides integration with QuickChart, a service for generating charts and graphs. Developed by GongRzhe, it offers a bridge between AI assistants and QuickChart's API, enabling the creation of visual data representations. Built with TypeScript and leveraging the Model Context Protocol SDK, the server focuses on simplifying chart generation tasks. It is particularly useful for AI applications that need to produce data visualizations on-the-fly, such as report generators, dashboard creators, or data analysis tools.",MINIMAL,0.8,1.0,6.8,-2.04,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4103,14,8,5.0,error_handling,No,No,,https://quickchart.io/chart
mantrakp04,manusmcp,56,0,"ManusMCP is a framework for orchestrating specialized AI agents that work together through a Model Context Protocol (MCP) server implementation. Built with TypeScript, it provides file operations, shell command execution, and browser automation capabilities through a comprehensive API. The server enables AI agents to read/write files, execute shell commands, navigate web pages, and interact with browser elements. The implementation includes a Docker-based deployment with services for Flowise, Unstructured API, and LiteLLM, making it ideal for creating AI team members with specialized roles like Planner, FileWizard, CommandRunner, and WebNavigator that can collaborate on complex tasks requiring filesystem access, command-line operations, and web interactions.",MEDIUM,-0.11,1.0,6.3,-1.89,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1901,12,3,3.5,error_handling,No,Yes,Found pattern: tracking; Found pattern: collect.*data,https://langchain-ai.github.io/langgraph/concepts/memory/#long-term-memory; https://docs.flowiseai.com/using-flowise/uploads#image\; http://localhost:8000/general/v0/general; http://localhost:8002/sse\; https://docs.unstructured.io/api-reference/api-services/saas-api-development-guide\
stefans71,wordpress-mcp-server,56,981,"This WordPress MCP server, developed by stefans71, provides integration between WordPress sites and AI systems using the Model Context Protocol. Built with TypeScript and leveraging the Axios library for HTTP requests, it offers a standardized interface for interacting with WordPress APIs. The server enables AI assistants to perform common WordPress operations like managing posts, pages, and users without dealing with the complexities of direct API authentication and requests. By abstracting WordPress functionality into MCP tools, this implementation facilitates use cases such as automated content creation, site management, and data analysis for WordPress-based websites. It is designed for easy deployment and extensibility, making it valuable for developers building AI-powered WordPress automation tools or content management systems.",MINIMAL,0.8,1.0,6.7,-2.01,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3288,12,5,5.0,error_handling,No,No,,
tadasant,mcp-server-stability-ai,56,3044,"This MCP server, developed by Tadas Antanavicius, integrates Stability AI's image manipulation capabilities into MCP-compatible systems. Built with TypeScript and leveraging the @modelcontextprotocol/sdk, it offers tools for generating, editing, and upscaling images using Stability AI's latest models. The server abstracts complex API interactions into simple MCP tools, enabling AI assistants to easily create and manipulate images. It stands out by providing a file-forward approach, saving processed images locally for easy reference. This implementation is particularly useful for applications requiring high-quality image generation and editing, such as content creation, design assistance, or visual storytelling.",MINIMAL,0.93,1.2,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16911,25,3,5.0,,No,Yes,,https://api.stability.ai; https://platform.stability.ai/docs/api-reference#tag/Generate/paths/~1v2beta~1stable-image~1generate~1core/post
tesla0225,mcp-create,56,0,"MCP Create Server is a dynamic management service that creates and controls Model Context Protocol servers on-demand. Built with TypeScript and the MCP SDK, it functions as both an MCP server itself and a controller for child MCP servers, allowing users to dynamically create, execute tools on, update, and remove servers as needed. The implementation provides tools for server creation from templates, tool execution on child servers, server listing and management, and is designed to be run in Docker for optimal isolation and security, making it ideal for environments requiring flexible, on-demand MCP server capabilities.",MINIMAL,0.79,1.0,6.9,-2.07,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3190,19,5,3.5,,No,No,,
bazinga012,mcp_code_executor,55,0,"This MCP Code Executor, developed by bazinga012, enables AI assistants to execute Python code within specified Conda environments. Built using TypeScript and the Model Context Protocol SDK, it provides a secure and configurable way to run code with access to predefined libraries and dependencies. The implementation focuses on isolating code execution, allowing for flexible environment management and code storage. It's particularly useful for AI workflows that require dynamic code generation and execution, such as data analysis, algorithm testing, or automated scripting tasks, without compromising system security or managing complex runtime setups.",MINIMAL,0.83,1.0,5.5,-1.65,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,2250,8,5,5.0,api_reference; error_handling,No,No,,
chronulusai,chronulus-mcp,55,8026,"The Chronulus MCP Server enables Claude to interact with Chronulus AI's forecasting and prediction agents, allowing users to analyze time series data and generate forecasts through natural language. Developed by Chronulus AI, this implementation is built using Python and integrates with the Chronulus API to provide specialized time series forecasting capabilities. The server can be deployed using pip, Docker, or uvx, and requires a Chronulus API key for authentication. It's particularly useful for users who need to perform time series analysis, generate predictions, and visualize forecasting data directly within their Claude conversations.",MINIMAL,1.2,1.4,6.5,-1.95,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,5291,8,8,5.0,license,No,No,,
dcolley,swagger-mcp,55,0,"Swagger MCP Server ingests Swagger/OpenAPI specifications and exposes them as MCP tools, enabling AI assistants to interact with any API documented in the OpenAPI format. It supports multiple authentication methods (Basic Auth, Bearer Token, API Key, OAuth2), automatically generates tools from API endpoints, and provides real-time communication through Server-Sent Events. The implementation is designed for personal use to create a bridge between AI assistants and existing web APIs, making it particularly valuable for developers who want to give their AI assistants access to specific services without writing custom integrations for each API.",MINIMAL,0.79,1.0,7.1,-2.13,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4257,20,15,5.0,error_handling,Yes,Yes,,
hanweg,mcp-discord,55,0,"This Discord MCP server, developed by Hanweg Altimer, provides a comprehensive integration between Discord and the Model Context Protocol. Built using Python and the discord.py library, it offers a wide range of Discord management tools including server information retrieval, message handling, channel and role management, and webhook operations. The server implements Discord's privileged intents for enhanced functionality and uses environment variables for secure bot token management. By abstracting Discord API interactions into a standardized MCP interface, it enables AI systems to easily interact with and manage Discord servers. This implementation is particularly useful for applications involving community management, automated moderation, and AI-assisted Discord bot development, facilitating use cases such as intelligent chatbots, content moderation, and server analytics.",MINIMAL,0.84,1.0,5.2,-1.56,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2788,14,3,5.0,usage; api_reference; error_handling; project_info,No,No,,
isaacwasserman,mcp-vegalite-server,55,0,"This MCP server, developed by Isaac Wasserman, enables AI assistants like Claude to create data visualizations using Vega-Lite syntax. Built in Python, it provides two core functions: saving data tables and generating visualizations from that data. The implementation stands out by leveraging the expressive power of Vega-Lite for creating a wide range of chart types. By connecting AI capabilities with data visualization, this server enables AI systems to analyze and present data visually. It is particularly useful for scenarios like exploratory data analysis, creating reports with charts, and building AI assistants that can generate insightful data visualizations on demand.",MINIMAL,0.86,1.0,4.7,-1.41,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,1562,6,1,3.5,installation; error_handling,No,No,,
kazuph,mcp-taskmanager,55,6166,"This MCP server, developed by kazuph, implements a task management system with a focus on structured workflows and user approval. It provides tools for planning, executing, and tracking tasks within requests, enforcing a step-by-step process that requires explicit user approval at key stages. The implementation uses TypeScript and leverages the @modelcontextprotocol/sdk for MCP compatibility. It's designed for scenarios where careful oversight and approval of task completion is critical, making it well-suited for project management in regulated industries, quality assurance processes, or any workflow where each step needs verification before proceeding.",MINIMAL,1.22,1.4,5.9,-1.77,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2728,14,5,5.0,error_handling; license,No,No,,
mario-andreschak,mcp-windows-desktop-automation,55,0,"MCP Windows Desktop Automation provides a TypeScript server that wraps AutoIt functions for Windows desktop automation, allowing AI assistants to control mouse movements, keyboard input, window management, and UI controls. Developed by mario-andreschak, it exposes a comprehensive set of tools organized into categories like mouse, keyboard, window, process, and control operations, while also offering file access resources and screenshot capabilities. The server supports both stdio and WebSocket transports, making it particularly valuable for automating repetitive Windows tasks, form filling, and system monitoring directly through natural language instructions.",MINIMAL,0.81,1.0,6.3,-1.89,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2537,21,3,3.5,error_handling,No,No,,
osomai,servicenow-mcp,55,0,"ServiceNow MCP server provides a bridge between AI assistants and ServiceNow ITSM functionality, enabling management of incidents, service catalogs, change requests, workflows, and changesets through natural language. Built with Python using the MCP protocol, it supports multiple authentication methods (Basic, OAuth, API Key) and features a modular architecture with specialized tools for each ServiceNow module. The implementation includes Claude Desktop integration for seamless interaction, making it particularly valuable for IT professionals who need to create incidents, browse service catalogs, manage change requests, or automate workflows without leaving their AI assistant interface.",MINIMAL,0.77,1.0,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21420,56,14,5.0,,Yes,Yes,,https://example.service-now.com/api/now/table/item_option_new; https://example.service-now.com/api/now/table/sc_category/test_sys_id; https://your-instance.service-now.com; https://your-instance.service-now.com/oauth_token.do; https://example.service-now.com/api/now/table/sc_cat_item
pierrebrunelle,mcp-server-openai,55,0,"This OpenAI MCP server, developed by Pierre Brunelle, enables AI assistants to directly query OpenAI's language models through a standardized MCP interface. It integrates seamlessly with Claude, allowing it to leverage OpenAI's capabilities while maintaining a clear separation between the AI models. Built in Python, the implementation handles API authentication, request formatting, and exposes OpenAI's text generation features. By bridging Claude and OpenAI, this server expands Claude's knowledge and capabilities, enabling it to tackle a wider range of tasks. It is particularly useful for scenarios where Claude needs to complement its own abilities with OpenAI's specialized strengths, such as coding assistance, creative writing, or domain-specific knowledge.",MINIMAL,0.64,1.0,4.6,-1.38,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,785,7,3,3.5,usage; error_handling; project_info,No,Yes,,
tinyfish-io,agentql-mcp,55,2949,"AgentQL MCP server integrates with the AgentQL data extraction API to provide AI assistants with structured data extraction capabilities from web pages. The server exposes a single tool that accepts a URL and natural language prompt, then uses the AgentQL API to extract relevant data in JSON format based on the description. This implementation is particularly useful for scenarios requiring structured data from websites without needing to write custom scrapers, enabling AI assistants to gather specific information from web content on demand.",MINIMAL,0.91,1.2,7.1,-2.13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3634,11,9,5.0,license,No,Yes,,
deepfates,mcp-replicate,54,0,"This Replicate MCP server implementation provides a bridge between the Model Context Protocol and Replicate's AI model hosting platform. Developed as an open-source project, it enables seamless interaction with Replicate's diverse collection of machine learning models through a standardized MCP interface. The server supports key operations such as listing available models, creating and managing predictions, and accessing model metadata. Built with TypeScript and leveraging the official Replicate API, it offers robust error handling, caching mechanisms, and webhook support. This implementation is particularly useful for developers and researchers looking to integrate Replicate's hosted AI models into their MCP-compatible applications, enabling easy access to a wide range of pre-trained models for tasks like image generation, text processing, and more.",MINIMAL,0.72,1.0,7.2,-2.16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3958,22,10,5.0,,No,Yes,,
66julienmartin,mcp-server-deepseek_r1,54,0,"This MCP server, developed by Kamel IRZOUNI, provides integration with the Deepseek R1 model. Built with TypeScript and leveraging the Model Context Protocol SDK, it enables AI assistants to interact with Deepseek's advanced language model capabilities. The implementation focuses on providing a standardized interface for text generation and analysis tasks, making it easier to incorporate Deepseek's AI features into various applications. It's particularly useful for developers and teams who want to leverage Deepseek's language model in their AI workflows, enabling use cases such as content generation, text analysis, and AI-assisted decision-making without directly managing API interactions with Deepseek.",MINIMAL,0.72,1.0,7.2,-2.16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3288,17,7,5.0,,No,Yes,,
smn2gnt,mcp-salesforce,54,10580,"This Salesforce MCP connector, developed by Suman G, enables seamless integration between Salesforce and AI-assisted workflows. It provides a Python-based interface for executing SOQL queries, performing SOSL searches, retrieving metadata, and managing Salesforce records through the Model Context Protocol. Built on the simple-salesforce library, it offers a range of Salesforce-specific operations including Tooling API and Apex REST requests. This implementation is particularly useful for developers and Salesforce administrators looking to incorporate AI assistance into their CRM workflows, enabling natural language interactions with Salesforce data and automating complex operations.",MINIMAL,1.49,1.6,3.7,-1.11,Yes,No,No,Yes,Yes,No,No,No,Yes,No,1430,4,0,3.5,installation; usage; error_handling; license,No,No,,
daipendency,daipendency-mcp,53,0,"This MCP server, developed by Gus Narea, provides a standardized interface for extracting documentation and public API information from dependencies in local projects. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers a tool called 'get_dependency_docs' that simplifies the process of retrieving dependency documentation. The implementation focuses on enhancing developer productivity by automating the extraction of dependency information, which is particularly useful for projects with complex dependency structures. It's designed for developers and AI agents working on code analysis, documentation generation, or dependency management tasks, enabling use cases such as automated code review, intelligent API suggestions, and streamlined project documentation without manually navigating through dependency files.",MINIMAL,0.9,1.0,3.5,-1.05,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,783,6,0,5.0,usage; configuration; error_handling; license; project_info,No,No,,
jayzeedesign,figma-mcp,52,17434,"Figma MCP allows AI coding agents to directly access Figma files and prototypes, bridging the gap between design and development workflows. Created by Jason Zhou, this Python-based implementation provides a server that connects to the Figma API using your personal API key. It's designed for seamless integration with Cursor and other MCP-compatible IDEs, enabling AI assistants to reference design files when generating code or answering queries about UI implementations.",MINIMAL,1.24,1.6,4.8,-1.44,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,1297,6,6,3.5,usage; error_handling; license,No,Yes,,"https://www.figma.com/proto/do4pJqHwNwH1nBrrscu6Ld/Untitled?page-id=0%3A1&node-id=0-3&viewport=361%2C361%2C0.08&t=9SVttILbgMlPWuL0-1&scaling=min-zoom&content-scaling=fixed&starting-point-node-id=0%3A3,; https://api.figma.com/v1/files/{file_key"
marcelmarais,spotify-mcp-server,52,0,"Spotify MCP Server enables AI assistants like Claude and Cursor to control Spotify playback and manage playlists through the Model Context Protocol. Built by Marcel Marais, it provides a comprehensive set of tools for both reading operations (searching tracks, viewing playlists, getting currently playing tracks) and playback/creation operations (playing music, creating playlists, adding tracks). The implementation authenticates with the Spotify API using OAuth, automatically refreshes tokens when needed, and runs as a lightweight stdio server that can be easily integrated with Claude Desktop or Cursor for seamless music control during conversations.",MINIMAL,0.29,1.0,7.0,-2.1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,10039,12,8,5.0,error_handling,Yes,No,,https://accounts.spotify.com/authorize?${authParams.toString(; http://localhost:${port; https://accounts.spotify.com/api/token; http://127.0.0.1:8888/callback
rawveg,ollama-mcp,52,3295,"This MCP server, developed by tigreen, provides a seamless integration between Ollama's local LLM models and MCP-compatible applications like Claude Desktop. Built with TypeScript and Express, it offers tools for listing, pulling, and interacting with Ollama models through a standardized interface. The implementation focuses on simplifying access to Ollama's capabilities, enabling AI assistants to utilize locally-run language models. By connecting AI models with Ollama's functionalities, this server allows for sophisticated scenarios like on-premise AI processing, custom model deployment, and privacy-focused applications. It's particularly valuable for developers and organizations looking to leverage local LLM capabilities within their AI workflows while maintaining data control and reducing cloud dependencies.",MINIMAL,1.0,1.2,6.8,-2.04,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4000,14,9,5.0,error_handling,No,No,,
reading-plus-ai,mcp-server-deep-research,52,0,"A deep research MCP server that enables AI assistants to conduct thorough, structured investigations on complex topics. It guides the research process through a systematic approach: elaborating on the research question, generating focused subquestions, performing web searches, and synthesizing findings into a comprehensive report. The server maintains a record of the research process and collected data, making them available as resources. Developed by ReadingPlus.AI, this implementation is particularly valuable for educational contexts, academic research, and professional report generation where well-cited, properly formatted research outputs are needed.",MINIMAL,0.79,1.0,7.0,-2.1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3258,13,6,5.0,error_handling,No,No,,
vidhupv,x-mcp,52,3919,"This MCP server, developed by vidhupv, enables AI assistants like Claude to create, manage, and publish posts on X/Twitter directly. Built in Python, it provides a simple interface for composing tweets, creating threads, managing drafts, and publishing content. The implementation stands out by offering seamless integration with the X/Twitter API, allowing AI systems to interact with the social media platform programmatically. By connecting AI capabilities with Twitter's functionality, this server enables AI assistants to engage in social media management tasks. It is particularly useful for automating social media workflows, scheduling posts, analyzing engagement, and building AI-powered social media management tools.",MINIMAL,1.01,1.2,6.4,-1.92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2633,6,4,5.0,,Yes,Yes,,
xzq-xu,jvm-mcp-server,52,0,"JVM MCP Server provides a bridge between Claude and Java Virtual Machine applications, enabling direct interaction with running Java processes through Arthas diagnostic tools. Built with Python and Paramiko for SSH connectivity, it allows AI agents to execute commands, monitor performance, and debug Java applications remotely. The implementation connects to target JVM instances via SSH, manages connection pooling, and exposes Arthas capabilities as MCP tools, making it particularly valuable for developers who need to diagnose and troubleshoot Java applications without leaving their AI assistant conversation.",MINIMAL,0.8,1.0,6.8,-2.04,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3716,24,8,5.0,error_handling,No,No,,
