server_name,server_url,server_github_url,owner,repo,github_stars,download_count,experimental_ai_generated_description
LLM Code Context,https://www.pulsemcp.com/servers/restlessronin-llm-context,https://github.com/cyberchitta/llm-context.py,cyberchitta,llm-context.py,204,67590.0,"This LLM Context MCP server, developed by restlessronin, streamlines the process of sharing code context with Large Language Models. Built with Python using the Model Context Protocol SDK, it offers features like profile-based customization, code outlining, and integration with both MCP and clipboard for easy switching between tasks such as code review and documentation. The server implements smart file selection using .gitignore patterns and supports multiple programming languages. By abstracting the complexities of context generation, it enables AI systems to easily analyze and work with codebases. This implementation is particularly valuable for developers and teams requiring efficient code-related interactions with LLMs, facilitating use cases such as code reviews, documentation generation, and codebase analysis across various programming languages and project structures."
Google Calendar,https://www.pulsemcp.com/servers/nspady-google-calendar,https://github.com/nspady/google-calendar-mcp,nspady,google-calendar-mcp,203,,"This Google Calendar MCP server enables AI assistants to interact with users' Google Calendar data. Developed as an open-source project, it provides a TypeScript-based interface for querying events, creating appointments, and managing calendars through natural language. The implementation leverages the Google Calendar API and OAuth 2.0 for secure authentication. It's designed for scenarios requiring AI-assisted calendar management, such as scheduling meetings, analyzing time usage, or integrating calendar functionality into conversational AI applications. The server is particularly useful for productivity-focused AI assistants or developers building tools to streamline calendar operations through natural language interfaces."
Shopify Dev,https://www.pulsemcp.com/servers/shopify-dev,https://github.com/shopify/dev-mcp,shopify,dev-mcp,203,14853.0,"A Shopify MCP server implementation that provides access to Shopify's developer resources, including API documentation, tutorials, and guides."
Git Ingest,https://www.pulsemcp.com/servers/adhikasp-mcp-git-ingest,https://github.com/adhikasp/mcp-git-ingest,adhikasp,mcp-git-ingest,202,,"This MCP server, developed by adhikasp, enables AI assistants like Claude to fetch and analyze GitHub repository structures and contents. Built in Python, it provides capabilities for cloning repositories, generating directory trees, and reading specified files. The implementation stands out by offering deterministic temporary directory creation, Unicode tree representation, and flexible file reading with robust error handling. By connecting AI capabilities with GitHub's vast ecosystem of code repositories, this server allows AI systems to explore codebases, analyze project structures, and access important files programmatically. It is particularly useful for building AI-powered code analysis tools, automated documentation generators, and intelligent assistants for software development workflows that need to interact with GitHub repositories."
X (Twitter),https://www.pulsemcp.com/servers/enescinr-twitter-mcp,https://github.com/enescinr/twitter-mcp,enescinr,twitter-mcp,199,2947.0,"This MCP server, developed by Enes Çınar, enables AI assistants to interact with Twitter through the Twitter API. Built with TypeScript and Node.js, it allows posting tweets and searching for tweets via simple function calls. The implementation integrates seamlessly with Claude Desktop, providing a straightforward interface for Twitter interactions. By connecting AI capabilities with Twitter's social media platform, this server enables AI systems to analyze social trends, engage with users, and disseminate information. It is particularly useful for scenarios like social media monitoring, automated customer engagement, and building AI assistants that can understand and contribute to real-time public discourse on Twitter."
Software Planning Tool,https://www.pulsemcp.com/servers/daniel-steigman-software-planning-tool,https://github.com/nighttrek/software-planning-mcp,nighttrek,software-planning-mcp,198,,"Software Planning MCP is a tool that helps developers break down software goals into actionable implementation plans through a structured, question-based approach. Developed by Daniel Steigman, it guides users through a sequential thinking process to understand requirements, analyze technical considerations, and develop detailed task lists with complexity scores and code examples. The server stores goals and implementation plans locally, provides tools for managing todos, and uses a sophisticated parsing system to convert natural language plans into structured task items. Particularly valuable for developers who want to systematically approach complex software projects without losing track of implementation details."
BloodHound,https://www.pulsemcp.com/servers/mordavid-bloodhound,https://github.com/mordavid/bloodhound-mcp-ai,mordavid,bloodhound-mcp-ai,194,,"BloodHound-MCP is a Python-based server that integrates with the BloodHound security tool to enable AI assistants to analyze Active Directory and Azure environments for security vulnerabilities. It connects to Neo4j databases containing BloodHound data and provides over 60 specialized tools for identifying attack paths, privilege escalation opportunities, certificate vulnerabilities, and security misconfigurations. The implementation supports both on-premises Active Directory and Azure/Entra ID environments, making it particularly valuable for security professionals conducting threat hunting, penetration testing, or security assessments who need AI assistance in analyzing complex network relationships and identifying potential security weaknesses."
Mem0 (Long-Term Memory),https://www.pulsemcp.com/servers/coleam00-mem0,https://github.com/coleam00/mcp-mem0,coleam00,mcp-mem0,192,,"MCP-Mem0 is a server implementation that integrates Mem0's long-term memory capabilities with AI agents through the Model Context Protocol. Developed by Cole Medin, it provides three essential memory management tools: storing information with semantic indexing, retrieving all stored memories, and finding relevant memories using semantic search. The server supports multiple LLM providers (OpenAI, OpenRouter, Ollama) and uses PostgreSQL for vector storage, making it particularly valuable for applications requiring persistent memory across conversations, such as personal assistants, knowledge management systems, or any AI agent that needs to recall past interactions and information."
Armor Wallet,https://www.pulsemcp.com/servers/armorwallet-crypto,https://github.com/armorwallet/armor-crypto-mcp,armorwallet,armor-crypto-mcp,191,,"Armor Crypto MCP provides AI assistants with direct access to blockchain operations, crypto trading, and wallet management through the Armor Wallet API. This server exposes a comprehensive suite of tools for creating and managing wallets, checking token balances, executing swaps, setting up DCA (Dollar Cost Averaging) orders, and transferring tokens across different blockchains. Built with FastMCP, it authenticates via JWT tokens and includes detailed logging for all operations, making it particularly valuable for users who want their AI assistants to monitor crypto portfolios, execute trading strategies, or manage multiple wallets without leaving the conversation interface."
Apple Notes,https://www.pulsemcp.com/servers/rafalwilinski-apple-notes,https://github.com/rafalwilinski/mcp-apple-notes,rafalwilinski,mcp-apple-notes,191,,"This MCP server, developed by RafalWilinski, enables AI assistants like Claude to search and reference Apple Notes during conversations. Built in TypeScript, it provides semantic search capabilities using on-device embeddings and vector storage with LanceDB. The implementation stands out by offering native Apple Notes integration via JXA and fully local execution without API keys. By connecting AI capabilities with personal note content, this server allows AI systems to retrieve relevant information from a user's Apple Notes. It is particularly useful for building AI-powered tools that require context from personal notes, such as task planning, information retrieval, and knowledge management applications."
Short Video Maker,https://www.pulsemcp.com/servers/gyoridavid-short-video-maker,https://github.com/gyoridavid/short-video-maker,gyoridavid,short-video-maker,187,1983.0,"Short Video Maker is an automated video creation tool that generates short-form content for platforms like TikTok, Instagram Reels, and YouTube Shorts. Built by David Gyori, it combines text-to-speech (Kokoro), automatic caption generation (Whisper), background video selection (Pexels API), and music to create professional-looking videos from simple text inputs. The implementation exposes both REST API and Model Context Protocol endpoints, allowing AI assistants to generate videos by providing scenes with text and search terms. It features Docker support with CPU and CUDA variants, making it accessible for users with different hardware capabilities while maintaining memory efficiency."
MongoDB,https://www.pulsemcp.com/servers/kiliczsh-mcp-mongo-server,https://github.com/kiliczsh/mcp-mongo-server,kiliczsh,mcp-mongo-server,187,18055.0,"This MCP server, developed by kiliczsh, provides AI assistants like Claude with read-only access to MongoDB databases. It offers tools for querying collections, retrieving schema information, and executing aggregations. The server integrates seamlessly with Claude Desktop on both macOS and Windows, enabling AI-powered data analysis and insights. By bridging AI capabilities with MongoDB's flexible document model, this implementation facilitates natural language interactions with complex datasets. It is particularly useful for scenarios requiring data exploration, schema analysis, or generating insights from MongoDB-stored data in AI-assisted research, reporting, and decision-making applications."
File Format Converter (Pandoc),https://www.pulsemcp.com/servers/vivekvells-mcp-pandoc,https://github.com/vivekvells/mcp-pandoc,vivekvells,mcp-pandoc,185,34413.0,"This MCP server, developed by Vivek Vells, provides document format conversion using Pandoc. It exposes tools to transform content between formats like plain text, Markdown, and HTML while preserving structure and formatting. By leveraging the Pandoc Python package, this implementation enables AI assistants to seamlessly convert documents without requiring complex setup. It is particularly useful for scenarios involving document processing, content migration, or generating formatted outputs from raw text inputs. The server is designed for easy integration into AI workflows and is actively being expanded to support additional formats like PDF."
MCP Reasoner,https://www.pulsemcp.com/servers/jacck-mcp-reasoner,https://github.com/jacck/mcp-reasoner,jacck,mcp-reasoner,182,,"This MCP reasoner, developed by Jacck, provides a systematic approach to problem-solving using beam search and thought evaluation. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers capabilities for exploring multiple solution paths, scoring thoughts, and managing tree-based reasoning states. The reasoner implements a configurable beam width, depth-limited search, and statistical analysis of the reasoning process. It's designed for tackling complex problems that require step-by-step analysis, such as mathematical puzzles, logical deductions, and multi-stage planning tasks. This implementation is particularly valuable for enhancing AI assistants' problem-solving abilities in scenarios requiring structured thinking and exploration of multiple solution strategies."
SQL Alchemy,https://www.pulsemcp.com/servers/runekaagaard-alchemy,https://github.com/runekaagaard/mcp-alchemy,runekaagaard,mcp-alchemy,182,,"MCP Alchemy, developed by Rune Kaagaard, provides a seamless interface between Claude Desktop and SQL databases. Built with Python and SQLAlchemy, it enables AI systems to directly query and analyze data from PostgreSQL, MySQL, MariaDB, SQLite, and other SQLAlchemy-compatible databases. The implementation offers tools for database exploration, query assistance, and data analysis, with features like smart result truncation and integration with claude-local-files for handling large datasets. By abstracting database interactions into an MCP interface, it allows AI assistants to act as database experts, facilitating use cases such as data exploration, SQL query writing, relationship mapping, and comprehensive data analysis across various database engines."
Just Prompt (Multi-LLM Provider),https://www.pulsemcp.com/servers/disler-just-prompt,https://github.com/disler/just-prompt,disler,just-prompt,181,,"Just Prompt is a lightweight MCP server that provides a unified interface to multiple LLM providers including OpenAI, Anthropic, Google Gemini, Groq, DeepSeek, and Ollama. It offers tools for sending prompts to multiple models in parallel, automatic model name correction, and saving responses to files. The implementation supports provider shorthand notation, thinking tokens for Claude models, and includes comprehensive test coverage for all providers. Ideal for developers who need to interact with multiple LLM APIs through a single, consistent interface."
Gibber,https://www.pulsemcp.com/servers/anton10xr-gibber,https://github.com/anton10xr/gibber-mcp,anton10xr,gibber-mcp,180,,"This MCP server implementation provides cryptographic tools for secure communication, including key pair generation, shared secret derivation, and message encryption/decryption using SJCL P-256 and AES-CCM. Built with Express.js and TypeScript, it offers real-time communication via server-sent events (SSE). The server is designed for applications requiring end-to-end encryption and secure data exchange between AI models and external tools."
LangChain Integration,https://www.pulsemcp.com/servers/rectalogic-langchain,https://github.com/rectalogic/langchain-mcp,rectalogic,langchain-mcp,180,32379.0,"This LangChain integration, developed by rectalogic, enables AI assistants (powered by LangChain) to leverage Model Context Protocol (MCP) tools within the LangChain framework. It provides an MCPToolkit class that wraps an MCP ClientSession, allowing seamless incorporation of MCP capabilities into LangChain workflows. Built in Python, the implementation abstracts away the complexities of MCP communication, presenting tools as standard LangChain BaseTools. By bridging LangChain's flexible architecture with MCP's extensible toolset, this integration enhances AI models' ability to interact with external services and data sources. It is particularly useful for developers already using LangChain who want to expand their AI applications' capabilities with MCP-compatible tools without significant changes to their existing codebase."
Todoist,https://www.pulsemcp.com/servers/abhiz123-todoist-mcp-server,https://github.com/abhiz123/todoist-mcp-server,abhiz123,todoist-mcp-server,179,9418.0,"This MCP server, developed by abhiz123, enables natural language task management in Todoist through AI assistants like Claude. It provides tools for creating, retrieving, updating, completing, and deleting tasks using conversational language. The server leverages Todoist's API to translate natural language commands into precise Todoist operations, supporting features like smart task search, flexible filtering, and rich task details. By bridging AI capabilities with Todoist's task management system, this implementation enhances productivity workflows, allowing users to manage their tasks more intuitively. It is particularly useful for scenarios requiring hands-free task management, quick capture of ideas, or AI-assisted organization of complex projects within Todoist."
MemoryMesh,https://www.pulsemcp.com/servers/chemiguel23-memorymesh,https://github.com/chemiguel23/memorymesh,chemiguel23,memorymesh,179,,"MemoryMesh, developed by CheMiguel23, is a local knowledge graph server that enables AI assistants like Claude to store, update, and recall structured information. It features dynamic schema-based tools, relationship modeling, and AI-aware interfaces for maintaining consistent data. Built on the Knowledge Graph Memory Server from MCP, MemoryMesh adds custom schemas, metadata expansion, and event tracking. It integrates seamlessly with Claude Desktop on macOS and Windows, facilitating natural language interactions for world-building and storytelling. While originally designed for text-based RPG scenarios, MemoryMesh is adaptable for social networks, organizational planning, or other structured data use cases requiring persistent information management and retrieval in AI-assisted creative and analytical tasks."
Perplexity Research Assistant,https://www.pulsemcp.com/servers/dainfernalcoder-perplexity-research-assistant,https://github.com/dainfernalcoder/perplexity-mcp,dainfernalcoder,perplexity-mcp,178,,"This MCP server, developed by DaInfernalCoder, leverages the Perplexity Sonar Pro API to provide AI-powered research assistance within the Cline development environment. Built with TypeScript and utilizing the Model Context Protocol SDK, it offers tools for general search queries, documentation retrieval, API discovery, and deprecated code analysis. The implementation focuses on enhancing developer productivity by integrating up-to-date information and code insights directly into the workflow. It's particularly useful for developers seeking real-time assistance with documentation, API integration, and code modernization, enabling use cases such as efficient library adoption, API evaluation, and codebase maintenance without leaving their development environment."
Microsoft Teams,https://www.pulsemcp.com/servers/inditextech-teams,https://github.com/inditextech/mcp-teams-server,inditextech,mcp-teams-server,177,,"MCP Teams Server provides integration with Microsoft Teams, enabling AI assistants to interact with Teams channels through a standardized protocol. Developed by InditexTech, this Python implementation allows reading messages, creating threads, replying to messages, and mentioning team members. The server connects to Teams using Azure bot credentials and exposes functionality through a Docker container or local installation. It's particularly valuable for collaborative workflows where AI assistants need to monitor team communications, post updates to channels, or participate in threaded discussions without requiring users to switch contexts."
n8n Workflow Builder,https://www.pulsemcp.com/servers/makafeli-n8n-workflow-builder,https://github.com/makafeli/n8n-workflow-builder,makafeli,n8n-workflow-builder,177,,"This n8n Workflow Builder MCP server, developed by an unnamed author, provides a programmatic interface for creating and managing n8n workflows. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for defining nodes, connections, and workflow specifications. The implementation focuses on simplifying the creation of complex automation workflows, making it accessible for AI assistants or applications needing to generate n8n configurations. It's particularly useful for tasks like automated workflow generation, template creation, or integrating n8n capabilities into AI-driven systems, enabling programmatic workflow management without requiring deep knowledge of n8n's internal structures."
YouTube Transcripts,https://www.pulsemcp.com/servers/kimtaeyoon83-youtube-transcripts,https://github.com/kimtaeyoon83/mcp-server-youtube-transcript,kimtaeyoon83,mcp-server-youtube-transcript,175,23456.0,"This YouTube transcript extraction MCP server, developed by kimtaeyoon83, provides a streamlined interface for retrieving captions and subtitles from YouTube videos. It supports multiple video URL formats and offers language-specific transcript retrieval, making it versatile for various content analysis tasks. The server features error handling, including validation of input parameters, graceful handling of YouTube API errors, and implementation of timeouts. It's particularly useful for AI-driven content analysis, automated video summarization, and accessibility enhancement projects. Its ability to provide detailed metadata along with transcripts enhances its utility for comprehensive video content analysis."
Playwright,https://www.pulsemcp.com/servers/automata-labs-playwright,https://github.com/automata-labs-team/mcp-server-playwright,automata-labs-team,mcp-server-playwright,173,14261.0,"This Playwright-based MCP implementation, developed by Automata Labs, provides a robust interface between language models and web browsers. It enables AI agents to perform a comprehensive range of browser automation tasks including navigation, clicking, form filling, and JavaScript execution in real browser environments. The implementation distinguishes itself by offering screenshot capabilities and console log monitoring, making it ideal for visual AI tasks and debugging. By leveraging Playwright's cross-browser support, it ensures compatibility across major browsers. This tool is particularly powerful for AI-driven web testing, data scraping, and automated web interactions, enabling more sophisticated AI assistants that can directly manipulate web applications. Its integration with Claude Desktop and npm-based installation process make it easily accessible for developers and researchers working on advanced AI projects."
Notion Todo,https://www.pulsemcp.com/servers/danhilse-notion-mcp,https://github.com/danhilse/notion_mcp,danhilse,notion_mcp,173,,"This MCP server, developed by Dan Hilse, enables AI assistants like Claude to interact with a personal Notion todo list. Built in Python, it provides a minimalist interface for managing tasks with just three properties: task name, scheduling (today/later), and completion status. The implementation integrates with the Notion API to add, view, and update todos in a specific database structure. By connecting AI capabilities with a streamlined task management system, this server enables AI assistants to help organize daily activities and track personal productivity. It is particularly useful for individuals seeking a simple, AI-augmented todo list without complex features, prioritizing ease of use and quick task entry over advanced project management functionality."
Knowledge Graph,https://www.pulsemcp.com/servers/shaneholloman-knowledge-graph,https://github.com/shaneholloman/mcp-knowledge-graph,shaneholloman,mcp-knowledge-graph,171,,"This knowledge graph MCP server, developed by Anthropic, enables persistent memory for AI assistants through a local graph database. It provides tools for creating, querying, and manipulating entities and relationships, allowing assistants to build and maintain structured knowledge about users and contexts across conversations. The implementation uses TypeScript and file-based storage, with a customizable memory path for flexibility. It's designed for enhancing AI personalization and context retention in applications like chatbots, virtual assistants, or any scenario requiring long-term information persistence and retrieval in natural language interactions."
dbt,https://www.pulsemcp.com/servers/dbt-labs-dbt,https://github.com/dbt-labs/dbt-mcp,dbt-labs,dbt-mcp,166,3627.0,"dbt-MCP server provides a bridge between AI assistants and dbt (data build tool) resources, enabling interaction with data models, metrics, and transformations. Built by dbt Labs, it offers tools for executing dbt CLI commands, discovering metadata about models, and querying the dbt Semantic Layer. The server supports local dbt project operations, metadata retrieval from dbt Cloud, and metric querying capabilities, making it valuable for data analysts and engineers who want to explore, analyze, and manage their data transformations through natural language interfaces without manually navigating dbt's command line or web interface."
Aider,https://www.pulsemcp.com/servers/disler-aider,https://github.com/disler/aider-mcp-server,disler,aider-mcp-server,166,,"Aider MCP Server enables Claude Code to offload AI coding tasks to Aider, reducing costs and enhancing development efficiency. The server exposes two main tools: aider_ai_code for implementing code changes based on natural language prompts, and list_models for discovering available AI models. By delegating specific coding tasks to Aider while maintaining Claude Code for orchestration and review, developers gain more control over their AI coding workflow and can leverage different models for different aspects of development."
FAL AI Image Generation,https://www.pulsemcp.com/servers/sshtunnelvision-fal-ai-image-generation,https://github.com/sshtunnelvision/mcp-logo-gen,sshtunnelvision,mcp-logo-gen,166,,"This MCP server implementation provides image generation capabilities using the FAL AI service. It offers a tool for generating images from text prompts, leveraging models like 'fal-ai/recraft-v3'. The server is built using FastAPI and includes features such as Server-Sent Events (SSE) for real-time communication. It's designed for use cases requiring AI-powered image creation, such as content generation or visual design assistance."
Razorpay,https://www.pulsemcp.com/servers/razorpay,https://github.com/razorpay/razorpay-mcp-server,razorpay,razorpay-mcp-server,165,,"Razorpay MCP Server provides a bridge between AI assistants and Razorpay's payment processing APIs, enabling seamless integration for payment operations. Built with Go, it exposes tools for managing payments, payment links, and orders through a clean abstraction layer over the Model Context Protocol. The server supports multiple transport mechanisms, features comprehensive logging, and includes a read-only mode for enhanced security. It's containerized for easy deployment in various environments including Claude Desktop and VS Code, making it particularly valuable for developers building AI-powered applications that need to interact with Razorpay's payment ecosystem without writing complex integration code."
PostgreSQL,https://www.pulsemcp.com/servers/crystaldba-postgres,https://github.com/crystaldba/postgres-mcp,crystaldba,postgres-mcp,163,8401.0,"PostgreSQL MCP is a database tuning and analysis tool that provides real-time insights into PostgreSQL performance. It offers tools for analyzing query execution plans, identifying slow queries, monitoring database health metrics, and recommending index optimizations. The server implements features like hypothetical index testing, transaction health monitoring, and buffer cache analysis, making it valuable for database administrators and developers who need to optimize query performance, troubleshoot bottlenecks, or maintain healthy PostgreSQL databases. Built with Python 3.12 and packaged as a Docker container, it supports both PostgreSQL 15 and 16 with a focus on read-only safety through restricted access modes."
Qdrant Docs Rag,https://www.pulsemcp.com/servers/hannesrudolph-qdrant-docs-rag,https://github.com/hannesrudolph/mcp-ragdocs,hannesrudolph,mcp-ragdocs,163,2435.0,"This MCP server, developed by Hannes Rudolph, enables AI assistants to augment their responses with relevant documentation context through vector-based search and retrieval. Built as a fork of qpd-v's original implementation, it integrates with OpenAI for embeddings generation and Qdrant for vector storage. The server provides tools for adding documentation from URLs, performing semantic searches, extracting links, and managing a processing queue. By connecting AI capabilities with efficient vector search of documentation, this implementation allows AI systems to enhance their knowledge with domain-specific information in real-time. It is particularly useful for building documentation-aware AI assistants, implementing semantic documentation search, and creating context-aware developer tools that require access to up-to-date technical information."
Uber Eats,https://www.pulsemcp.com/servers/ericzakariasson-uber-eats,https://github.com/ericzakariasson/uber-eats-mcp-server,ericzakariasson,uber-eats-mcp-server,162,,"This MCP server implementation provides a bridge to Uber Eats, enabling AI assistants to search for restaurants, find menu options, and place food orders. Built using Python and the FastMCP framework, it leverages browser automation to interact with the Uber Eats website. The server offers asynchronous operations for searching and ordering, making it suitable for use cases requiring food delivery integration within AI-assisted applications."
Windows CLI,https://www.pulsemcp.com/servers/simonb97-windows-cli-mcp-server,https://github.com/simonb97/win-cli-mcp-server,simonb97,win-cli-mcp-server,162,12613.0,"This Windows CLI MCP server, developed by SimonB97, enables secure command-line interactions on Windows systems for AI assistants like Claude Desktop. Built with TypeScript, it provides controlled access to PowerShell, CMD, and Git Bash shells, as well as remote systems via SSH. The server implements robust security controls including command blocking, working directory validation, and injection protection. Its configuration system allows fine-tuning of allowed operations, paths, and SSH connections. By extending AI capabilities to local and remote command-line environments, this implementation is particularly useful for tasks involving system administration, development workflows, and secure remote management while maintaining strict control over permitted actions."
AppleScript,https://www.pulsemcp.com/servers/joshrutkowski-applescript,https://github.com/joshrutkowski/applescript-mcp,joshrutkowski,applescript-mcp,159,,"This AppleScript MCP framework, developed by Josh Rutkowski, enables seamless integration of AppleScript capabilities with the Model Context Protocol. It leverages TypeScript and the MCP SDK to provide a robust interface for interacting with macOS applications and system functions through natural language. The implementation is designed for developers looking to incorporate AI-driven automation and control of macOS environments, making it particularly useful for creating intelligent assistants, workflow automation tools, or AI-enhanced macOS applications. Its focus on AppleScript integration sets it apart by offering unique access to macOS-specific functionality within the MCP ecosystem."
Excel,https://www.pulsemcp.com/servers/negokaz-excel,https://github.com/negokaz/excel-mcp-server,negokaz,excel-mcp-server,156,2063.0,"This Excel MCP server, developed by Kazuki Negoro, provides a bridge between Model Context Protocol and Microsoft Excel files. It enables reading and writing of spreadsheet data, specifically focusing on text values in xlsx format files. The implementation is designed for Node.js environments and leverages libraries like exceljs for Excel file manipulation. It's particularly useful for scenarios where AI assistants or other MCP-compatible clients need to interact with structured data stored in Excel spreadsheets, such as data analysis, report generation, or automated spreadsheet updates based on AI-driven insights."
Twikit,https://www.pulsemcp.com/servers/adhikasp-mcp-twikit,https://github.com/adhikasp/mcp-twikit,adhikasp,mcp-twikit,155,,"This MCP server, developed by adhikasp, integrates with Twitter's API to enable AI assistants to interact with the social media platform. It provides tools for searching tweets, retrieving timelines, and analyzing sentiment across multiple accounts. The server stands out by offering a simplified interface for complex Twitter operations, making it easier for AI systems to process and respond to social media data. By connecting AI capabilities with Twitter's vast user-generated content, this implementation empowers AI assistants to handle tasks like social media monitoring, trend analysis, and customer sentiment tracking. It is particularly useful for applications in brand management, market research, or any scenario where an AI system needs to work with real-time social media data."
Code Sandbox,https://www.pulsemcp.com/servers/automata-labs-code-sandbox,https://github.com/automata-labs-team/code-sandbox-mcp,automata-labs-team,code-sandbox-mcp,155,,"This MCP implementation, developed by Automata Labs, provides a sandboxed code execution environment for AI agents. Built with Go and leveraging Docker, it offers secure code running capabilities across multiple languages. The implementation focuses on safety and isolation, with features like resource limits and network restrictions. It integrates seamlessly with Claude Desktop and other AI applications through a standardized interface. Particularly useful for developers and researchers working on AI-assisted coding tasks, it enables use cases such as code generation, debugging, and automated testing without exposing the underlying system to potential security risks."
DB Connector (MySQL/PostgreSQL),https://www.pulsemcp.com/servers/freepeak-db-connector,https://github.com/freepeak/db-mcp-server,freepeak,db-mcp-server,154,,"DB-MCP-Server provides a database connectivity layer for AI assistants through the Model Context Protocol, enabling direct interaction with MySQL and PostgreSQL databases. Built in Go, it supports both local stdio and production SSE transport modes, with configurable database connections through environment variables. The server can be deployed using Docker for easy integration into existing workflows, making it ideal for AI applications that need to query, analyze, or manipulate structured data stored in relational databases without requiring separate database access tools."
OSP Marketing Tools,https://www.pulsemcp.com/servers/open-strategy-partners-marketing-tools,https://github.com/open-strategy-partners/osp_marketing_tools,open-strategy-partners,osp_marketing_tools,154,,"## Editing Codes 
A standardized system of codes for editing text.

## Writing Guide
OSP's guidelines and protocols for effective writing.

## Meta Information Guide 
A system to generate web-friendly titles and URLs.

## Value Map Positioning Guide
A framework for creating compelling product communications and positioning."
iOS Simulator Automation (IDB),https://www.pulsemcp.com/servers/inditextech-simulator-ios-idb,https://github.com/inditextech/mcp-server-simulator-ios-idb,inditextech,mcp-server-simulator-ios-idb,153,,"A Model Context Protocol server for iOS simulator automation via Facebook's IDB tool, enabling AI assistants to control iOS simulators using natural language commands. Developed by Inditex Tech, this TypeScript implementation provides a comprehensive command system for managing simulator sessions, launching apps, capturing screenshots, and performing UI interactions. The architecture includes a natural language parser that converts instructions into structured commands, an orchestrator that manages command execution, and an IDB manager that interfaces with the iOS simulator. This server is particularly useful for automated testing of iOS applications, UI validation, and creating interactive demos without requiring direct access to physical devices."
Kubernetes,https://www.pulsemcp.com/servers/manusa-kubernetes,https://github.com/manusa/kubernetes-mcp-server,manusa,kubernetes-mcp-server,153,,"Powerful and flexible Kubernetes MCP server implementation.
Provides features to perform both, low-level and high-level operations on Kubernetes and OpenShift.
Lower level features include performing CRUD operations on any Kubernetes or OpenShift resource.
Higher level features include abstractions to run and deploy container images and exposing them. This is helpful for smaller models which don't have enough context to generate complete and valid Kubernetes resources."
DaVinci Resolve,https://www.pulsemcp.com/servers/samuel-gursky-davinci-resolve,https://github.com/samuelgursky/davinci-resolve-mcp,samuelgursky,davinci-resolve-mcp,151,,"A Python-based MCP server for DaVinci Resolve that provides programmatic access to video editing, color grading, and media management functions. Created by Samuel Gursky, this implementation enables developers and editors to automate complex workflows in DaVinci Resolve through a flexible scripting interface, supporting operations like timeline manipulation, clip analysis, color correction, and media pool management."
BloodHound,https://www.pulsemcp.com/servers/stevenyu113228-bloodhound,https://github.com/stevenyu113228/bloodhound-mcp,stevenyu113228,bloodhound-mcp,149,,"BloodHound MCP enables Large Language Models to interact with Active Directory and Azure Active Directory environments through natural language queries. By connecting to a Neo4j database containing BloodHound data, this implementation allows users to perform complex security analysis without writing Cypher queries manually. The server leverages the MCP protocol to translate conversational commands into database operations, making it particularly valuable for security professionals who need to quickly identify attack paths, permission issues, or vulnerabilities in their directory services through intuitive language-based interactions."
A-Stock,https://www.pulsemcp.com/servers/elsejj-cn-a-stock,https://github.com/elsejj/mcp-cn-a-stock,elsejj,mcp-cn-a-stock,148,,"A specialized MCP server for Chinese stock market data analysis, providing tools to retrieve detailed stock information across different levels of depth (brief, medium, full). Built to integrate with a custom data feed system, it enables AI assistants to fetch comprehensive stock data including basic metrics, trading information, financial details, and technical analysis through a standardized interface."
Tripo 3D,https://www.pulsemcp.com/servers/vast-ai-tripo-3d,https://github.com/vast-ai-research/tripo-mcp,vast-ai-research,tripo-mcp,148,6151.0,"Tripo MCP provides a bridge between AI assistants and the Tripo 3D generation API, enabling the creation and manipulation of 3D models directly within conversation interfaces. Developed by VAST-AI-Research, this server implementation allows users to generate 3D assets from text descriptions, import models into Blender, and perform various operations on 3D objects through the Blender addon integration. The server exposes tools for creating models from text prompts, checking task status, importing GLB files, and manipulating scene objects - making it particularly valuable for 3D content creation workflows where users need to quickly prototype and visualize concepts without switching between applications."
Figma,https://www.pulsemcp.com/servers/matthewdailey-figma,https://github.com/matthewdailey/figma-mcp,matthewdailey,figma-mcp,147,20783.0,"This MCP server, developed by Matthew Dailey, enables AI assistants to interact with Figma design files through the Figma REST API. Built in TypeScript, it allows adding Figma files to conversations, viewing nodes, reading and posting comments. The implementation integrates seamlessly with Claude Desktop and stands out by providing a direct bridge between AI models and Figma's collaborative design platform. By connecting AI capabilities with Figma's extensive design ecosystem, this server enables AI systems to analyze designs, provide feedback, and assist in the design process. It is particularly useful for scenarios like design reviews, generating design suggestions, and building AI assistants that can understand and contribute to visual design workflows."
Apple Shortcuts (macOS),https://www.pulsemcp.com/servers/recursechat-apple-shortcuts-macos,https://github.com/recursechat/mcp-server-apple-shortcuts,recursechat,mcp-server-apple-shortcuts,145,,"This MCP server, developed by recursechat, enables AI assistants like Claude to control Apple Shortcuts automations on macOS. Built with Node.js, it allows listing available shortcuts and running them by name with optional input parameters. The implementation provides a simple interface for automation control, integrating seamlessly with Claude Desktop. By connecting AI capabilities with Apple's powerful Shortcuts app, this server enables AI systems to trigger complex automations and perform tasks on macOS. It is particularly useful for scenarios like hands-free device control, automated workflow execution, and building AI assistants that can interact with and control macOS applications and system functions."
