owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,adjusted_risk_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,main_risk_factors,outbound_connections
thirdweb-dev,thirdweb-mcp,11,12571,"Read/write to over 2,000 EVM blockchains, enabling data querying, smart contract analysis/deployment, and transaction execution, powered by Thirdweb. Users can swap, bridge, send, deploy contracts, build apps, and more. 

Thirdweb is an all-in-one dev stack for web3 apps and infra; the MCP gives you access to all Thirdweb features directly from LLM.",MINIMAL,1.61,2.3,7.1,-2.13,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5099,23,5,5.0,error_handling,No,Yes,Found pattern: send.*data; Potential data exfiltration: send.*data,https://ethereum.rpc.thirdweb.com/${THIRDWEB_API_SECRET_KEY; https://developers.circle.com/w3s/sandbox-vs-production; https://example.com/webhook; https://subdomain.example.com; http://localhost:8545
inkeep,mcp-server-python,10,0,"Inkeep MCP Server enables Claude to search and retrieve relevant documentation through Inkeep's RAG API. The server exposes a single 'rag-search' tool that queries Inkeep's API using the OpenAI client library, returning structured citation data compatible with Claude's citation format. It requires an Inkeep account and API key, and is configured through environment variables. This implementation is particularly valuable for workflows where users need to reference documentation without leaving their conversation with Claude, making it ideal for technical support, developer assistance, and knowledge-based interactions.",MINIMAL,1.96,2.3,5.5,-1.65,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2145,5,2,3.5,error_handling; license,No,Yes,,
aliyun,alibabacloud-adb-mysql-mcp-server,8,1154,"Adb MySQL MCP Server provides a universal interface between AI Agents and Alibaba Cloud's Adb MySQL databases, enabling seamless metadata retrieval and SQL operations. Developed by Alibaba Cloud, this Python-based implementation offers tools for executing SQL queries, analyzing query plans, and retrieving execution statistics, along with resource templates for accessing database schemas, table definitions, and configuration values. The server requires minimal configuration through environment variables and supports both local development and pip installation, making it ideal for data analysts and developers who need AI-assisted database interactions with Adb MySQL clusters.",MINIMAL,2.04,2.2,5.5,-1.65,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,3778,6,6,5.0,usage; error_handling; license,No,No,,
chargebee,modelcontextprotocol,8,1141,"Chargebee empowers businesses of all sizes to scale revenue with a complete suite of solutions, including subscription management, recurring billing, pricing and payment optimization, revenue recognition, collections, and customer retention.

This MCP Server connects AI agents to Chargebee platform.",MINIMAL,1.98,2.2,7.4,-2.22,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5334,15,8,3.5,,No,No,,
riza-io,riza-mcp,8,2661,"The Riza MCP Server provides a secure bridge between LLMs and Riza's isolated code interpreter API, enabling AI assistants to write, save, edit, and execute code safely. Built as a wrapper around the Riza API, it exposes functionality through discrete tools that allow LLMs to create reusable code tools, manage a library of saved tools, and execute arbitrary code in a sandboxed environment. This implementation is particularly valuable for workflows requiring secure code execution from LLM-generated content, offering both the flexibility of running arbitrary code and the convenience of maintaining persistent tools across conversations.",MINIMAL,1.43,1.8,4.2,-1.26,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,1238,1,1,5.0,installation; usage; error_handling; license; project_info,No,Yes,,
ahnlabio,bicscan-mcp,3,0,"BICScan MCP Server provides a bridge to the BICScan API for assessing risk and analyzing assets across blockchain addresses, domains, and decentralized applications. Built with Python and FastMCP, it exposes tools for retrieving risk scores (0-100 scale) and detailed asset holdings information, with robust error handling and logging capabilities. This implementation is particularly valuable for blockchain security analysts and compliance teams who need to evaluate cryptocurrency addresses and monitor digital assets through natural language interaction.",MINIMAL,1.87,2.2,5.7,-1.71,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3845,17,5,3.5,installation; license,No,Yes,,
devhub,devhub-cms-mcp,3,3618,"Allows seamless interaction with DevHub's API platform, enabling automated content management and providing additional context to DevHub's users of LLMs. This MCP will benefit users looking to integrate AI capabilities with their DevHub workflows.",MINIMAL,2.0,2.2,6.7,-2.01,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5674,18,10,5.0,error_handling; project_info,Yes,Yes,,
jamsocket,mcp-server,183,0,"foreverVM provides an API for running arbitrary, stateful Python code securely.

The core concepts in foreverVM are machines and instructions.

Machines represent a stateful Python process. You interact with a machine by running instructions (Python statements and expressions) on it, and receiving the results. A machine processes one instruction at a time.",MINIMAL,2.16,2.3,4.7,-1.41,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,831,4,2,5.0,error_handling; license; project_info,No,No,,
thirdweb-dev,thirdweb-mcp,11,0,"Read/write to over 2,000 EVM blockchains, enabling data querying, smart contract analysis/deployment, and transaction execution, powered by Thirdweb. Users can swap, bridge, send, deploy contracts, build apps, and more. 

Thirdweb is an all-in-one dev stack for web3 apps and infra; the MCP gives you access to all Thirdweb features directly from LLM.",MINIMAL,1.61,2.3,7.1,-2.13,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5099,23,5,5.0,error_handling,No,Yes,Potential data exfiltration: send.*data; Found pattern: send.*data,https://ethereum.rpc.thirdweb.com/${THIRDWEB_API_SECRET_KEY; https://developers.circle.com/w3s/sandbox-vs-production; https://80002.rpc.thirdweb.com/${THIRDWEB_API_SECRET_KEY; http://www.apache.org/licenses/LICENSE-2.0.html; https://example.com
chargebee,modelcontextprotocol,8,0,"Chargebee empowers businesses of all sizes to scale revenue with a complete suite of solutions, including subscription management, recurring billing, pricing and payment optimization, revenue recognition, collections, and customer retention.

This MCP Server connects AI agents to Chargebee platform.",MINIMAL,1.98,2.2,7.4,-2.22,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5334,15,8,3.5,,No,No,,
